# 扫描参数	信号	背景	对比度	差分信号	归一化对比度
2867000000.000000	-0.62285089	-0.62344363	-0.62285089	0.00059274	1.00000000
2867500000.000000	-0.62517627	-0.62532282	-0.62517627	0.00014656	0.94672437
2868000000.000000	-0.62802599	-0.62796411	-0.62802599	-0.00006188	0.88143561
2868500000.000000	-0.62807484	-0.62740394	-0.62807484	-0.00067091	0.88031637
2869000000.000000	-0.63051095	-0.63075847	-0.63051095	0.00024752	0.82450381
2869500000.000000	-0.63439960	-0.63155313	-0.63439960	-0.00284647	0.73541262
2870000000.000000	-0.63580004	-0.63538968	-0.63580004	-0.00041036	0.70332786
2870500000.000000	-0.63527243	-0.63497280	-0.63527243	-0.00029963	0.71541561
2871000000.000000	-0.63317178	-0.63323691	-0.63317178	0.00006514	0.76354275
2871500000.000000	-0.63349746	-0.63321086	-0.63349746	-0.00028660	0.75608118
2872000000.000000	-0.63209702	-0.63192767	-0.63209702	-0.00016936	0.78816595
2872500000.000000	-0.63130236	-0.63165735	-0.63130236	0.00035499	0.80637218
2873000000.000000	-0.63238037	-0.63246179	-0.63238037	0.00008142	0.78167438
2873500000.000000	-0.63148474	-0.63133818	-0.63148474	-0.00014656	0.80219370
2874000000.000000	-0.63193093	-0.63210354	-0.63193093	0.00017261	0.79197135
2874500000.000000	-0.63149125	-0.63108089	-0.63149125	-0.00041036	0.80204447
2875000000.000000	-0.63168666	-0.63209377	-0.63168666	0.00040710	0.79756753
2875500000.000000	-0.63301871	-0.63318806	-0.63301871	0.00016936	0.76704969
2876000000.000000	-0.63457547	-0.63396319	-0.63457547	-0.00061228	0.73138338
2876500000.000000	-0.63359516	-0.63338673	-0.63359516	-0.00020844	0.75384271
2877000000.000000	-0.63541899	-0.63558834	-0.63541899	0.00016936	0.71205790
2877500000.000000	-0.63712231	-0.63608989	-0.63712231	-0.00103241	0.67303388
2878000000.000000	-0.63794954	-0.63795606	-0.63794954	0.00000651	0.65408148
2878500000.000000	-0.63936952	-0.63935324	-0.63936952	-0.00001628	0.62154902
2879000000.000000	-0.64284781	-0.64264263	-0.64284781	-0.00020518	0.54185942
2879500000.000000	-0.64549887	-0.64505594	-0.64549887	-0.00044293	0.48112222
2880000000.000000	-0.64611441	-0.64618280	-0.64611441	0.00006839	0.46701985
2880500000.000000	-0.64908138	-0.64994770	-0.64908138	0.00086632	0.39904492
2881000000.000000	-0.65163473	-0.65117226	-0.65163473	-0.00046247	0.34054619
2881500000.000000	-0.65238055	-0.65227958	-0.65238055	-0.00010096	0.32345919
2882000000.000000	-0.65337714	-0.65309705	-0.65337714	-0.00028009	0.30062677
2882500000.000000	-0.65579696	-0.65641901	-0.65579696	0.00062205	0.24518729
2883000000.000000	-0.65444212	-0.65441932	-0.65444212	-0.00002280	0.27622743
2883500000.000000	-0.65448120	-0.65474175	-0.65448120	0.00026055	0.27533204
2884000000.000000	-0.65281370	-0.65279416	-0.65281370	-0.00001954	0.31353529
2884500000.000000	-0.65357254	-0.65294723	-0.65357254	-0.00062531	0.29614983
2885000000.000000	-0.65272251	-0.65310356	-0.65272251	0.00038105	0.31562453
2885500000.000000	-0.65482317	-0.65401873	-0.65482317	-0.00080444	0.26749739
2886000000.000000	-0.65358557	-0.65383309	-0.65358557	0.00024752	0.29585137
2886500000.000000	-0.65493390	-0.65611287	-0.65493390	0.00117897	0.26496045
2887000000.000000	-0.65942832	-0.65347810	-0.65942832	-0.00595022	0.16199075
2887500000.000000	-0.65426299	-0.65458542	-0.65426299	0.00032243	0.28033129
2888000000.000000	-0.65468312	-0.65490133	-0.65468312	0.00021821	0.27070586
2888500000.000000	-0.65543871	-0.65588164	-0.65543871	0.00044293	0.25339502
2889000000.000000	-0.65661768	-0.65649718	-0.65661768	-0.00012050	0.22638412
2889500000.000000	-0.65595654	-0.65573833	-0.65595654	-0.00021821	0.24153111
2890000000.000000	-0.65641576	-0.65583930	-0.65641576	-0.00057646	0.23101030
2890500000.000000	-0.65717134	-0.65745143	-0.65717134	0.00028009	0.21369945
2891000000.000000	-0.65806045	-0.65849687	-0.65806045	0.00043641	0.19332935
2891500000.000000	-0.65787807	-0.65830472	-0.65787807	0.00042664	0.19750783
2892000000.000000	-0.65942506	-0.65933713	-0.65942506	-0.00008793	0.16206536
2892500000.000000	-0.65688474	-0.66068546	-0.65688474	0.00380072	0.22026563
2893000000.000000	-0.66022299	-0.66035977	-0.66022299	0.00013679	0.14378451
2893500000.000000	-0.65974423	-0.65993639	-0.65974423	0.00019215	0.15475302
2894000000.000000	-0.66162342	-0.66176021	-0.66162342	0.00013679	0.11169975
2894500000.000000	-0.65844802	-0.66728705	-0.65844802	0.00883903	0.18445008
2895000000.000000	-0.66076362	-0.66118375	-0.66076362	0.00042013	0.13139830
2895500000.000000	-0.65997547	-0.66124889	-0.65997547	0.00127342	0.14945531
2896000000.000000	-0.66286427	-0.66251579	-0.66286427	-0.00034848	0.08327115
2896500000.000000	-0.66463273	-0.66504635	-0.66463273	0.00041362	0.04275481
2897000000.000000	-0.66553162	-0.66604945	-0.66553162	0.00051784	0.02216087
2897500000.000000	-0.66649889	-0.66674967	-0.66649889	0.00025078	0.00000000
2898000000.000000	-0.65390148	-0.65851641	-0.65390148	0.00461492	0.28861364
2898500000.000000	-0.63927833	-0.63898521	-0.63927833	-0.00029311	0.62363826
2899000000.000000	-0.63983199	-0.63674126	-0.63983199	-0.00309073	0.61095359
2899500000.000000	-0.64516667	-0.64488333	-0.64516667	-0.00028334	0.48873302
2900000000.000000	-0.65021150	-0.65122763	-0.65021150	0.00101613	0.37315326
